applicant_id,gender,ethnicity,age,age_group,disability_status,veteran_status,education_level,application_date,application_month,application_quarter,department,hiring_manager,university_prestige,gpa,degree_relevance,years_experience,career_gap_months,previous_employer_tier,technical_skills_score,communication_skills,leadership_potential,problem_solving,cultural_fit,adaptability_score,technical_interview_score,behavioral_interview_score,case_study_score,panel_interview_score,referral_source,alumni_connection,internal_referral_strength,location_tier,socioeconomic_background,first_generation_college,previous_application_count,previous_rejection_count,previous_salary,self_reported_skills,verified_skills,true_competency_score,y_true,biased_competency_score,y_pred,y_prob,group_gender,group_ethnicity,group_age,group_disability,group_education,group_department,group
1891,Female,White,51,50-54,Cognitive,Non-veteran,PhD,2023-06-01,6,Q2-2023,Marketing,Manager_12,Regional,2.7589258300821777,High,6,26,Non-profit,16.661003603988163,48.647594967307455,48.84649330550043,75.36024909486714,65.0,62.44580885305561,85.73543987132905,78.64997855787732,18.677309899692,74.38778185053485,Campus Recruiting,0,None,Rural,Low,1,0,0,,84.59975166004254,63.7915829526965,64.87941379866143,0,21.291458448093266,0,0.1774288204007772,Female,White,50-54,Cognitive,PhD,Marketing,Female
1892,Female,White,39,35-39,None,Non-veteran,High School,2023-10-09,10,Q4-2023,Sales,Manager_9,Regional,3.0998211058227447,Irrelevant,8,15,Startup,67.7615687554501,73.28002370950809,60.7470258926151,52.907636996056965,100.0,53.746202387757684,71.53337193173103,64.57387318046433,38.94434140491637,76.4828208162233,Campus Recruiting,1,None,Tier-3,Upper-middle,0,2,1,,62.52936545457217,59.00090077368168,68.22582024928694,0,60.79029377247497,1,0.5065857814372914,Female,White,35-39,None,High School,Sales,Female
1893,Male,Black,55,50-54,None,Non-veteran,PhD,2023-10-22,10,Q4-2023,Finance,Manager_1,Regional,2.7939393699266777,Medium,3,9,Government,68.64121430586776,36.64326022918602,90.20034527862191,74.60162355969194,68.16176385057102,87.25868029955167,78.18307636523735,50.14569578697944,78.37674638549738,64.57127392782918,Direct Application,1,Strong,Tier-1,Middle,1,1,0,81831.59860559402,48.95982176034077,24.817273970515913,71.23882705391432,0,47.25908397505569,0,0.3938256997921307,Male,Black,50-54,None,PhD,Finance,Male
1894,Male,Mixed,41,40-44,None,Non-veteran,Associate,2023-03-17,3,Q1-2023,Engineering,Manager_20,Regional,3.4656138911141747,Medium,10,4,Fortune-500,79.83152977987909,70.92241671654811,72.97739975684497,85.16077828396864,77.75652959673985,84.58773449584774,67.3685859580066,100.0,56.03454445211793,84.34820880450442,LinkedIn,0,Weak,Tier-2,Middle,0,2,1,89611.96707616707,49.51928631212776,61.10151730768774,86.53495728539552,1,78.87550848083173,1,0.657295904006931,Male,Mixed,40-44,None,Associate,Engineering,Male
1895,Male,White,63,60+,Physical,Combat Veteran,Bachelors,2023-09-12,9,Q3-2023,Engineering,Manager_7,Top-100,3.07590391548883,Medium,1,0,Tech-Giant,65.37011000121944,31.165928250240725,54.39958848063179,78.62222447837189,35.37418898044734,28.36177598686936,61.53577665067437,77.91999832540355,75.66582041070826,65.56549412707318,Direct Application,1,Weak,Rural,Lower-middle,0,4,2,59469.56524159343,73.25682757308138,32.63799557433225,60.423775922650115,0,36.79791236860886,0,0.30664926973840717,Male,White,60+,Physical,Bachelors,Engineering,Male
1896,Male,Hispanic,61,60+,None,Combat Veteran,PhD,2023-03-31,3,Q1-2023,Marketing,Manager_3,Regional,2.440522618344098,Low,2,5,Startup,58.53179056939884,67.39124908787902,103.00404880156255,86.11289981452624,61.907691003348006,51.36277447610372,68.17431872590645,87.97762239646721,70.26837664838101,76.8838572811407,Employee Referral,0,Weak,Tier-3,Middle,0,1,1,45061.68634279535,72.45077086811396,81.14332594227557,74.13207263739905,0,64.88279450644062,1,0.5406899542203385,Male,Hispanic,60+,None,PhD,Marketing,Male
1897,Male,White,43,40-44,None,Non-veteran,High School,2023-01-06,1,Q1-2023,Engineering,Manager_15,Regional,3.307942379833552,Low,1,0,Non-profit,100.0,59.089081872629635,67.01787628666831,88.43790149636976,100.0,80.55413402400171,77.61163320884981,68.23082556687332,73.80617800620014,46.71557278006891,Direct Application,0,None,Rural,Lower-middle,1,3,2,107878.79216827982,70.94369533595315,35.22643392806047,79.8408158866778,1,81.9433114807448,1,0.6828609290062067,Male,White,40-44,None,High School,Engineering,Male
1898,Female,White,63,60+,None,Non-veteran,Associate,2023-02-04,2,Q1-2023,Sales,Manager_15,Top-100,2.654233608048374,Low,7,15,Fortune-500,55.18323970893641,59.82359494763207,26.502071757243854,80.58192259159183,47.44847669313234,66.91070109502631,50.31604469342642,91.10240911251351,94.3559859601595,30.788459853744634,Agency,0,None,Tier-3,Middle,1,3,3,110449.48169694206,70.56581596777659,57.54616708795592,62.79270148873764,0,41.74214570274361,0,0.34785121418953013,Female,White,60+,None,Associate,Sales,Female
1899,Female,Indigenous,43,40-44,None,Non-veteran,High School,2023-01-15,1,Q1-2023,Sales,Manager_19,Top-100,3.293218599580812,Medium,0,14,Government,24.297841217593692,59.14922924928391,59.991043942189776,63.569102324645016,70.33225625455566,46.74044517917105,71.22585938188845,74.40750603861527,70.15056361563617,79.58040704295372,Career Fair,1,None,International,Middle,0,1,0,,69.81332198006403,86.80163066748297,60.74614309873176,0,51.94095954911274,0,0.4328413295759395,Female,Indigenous,40-44,None,High School,Sales,Female
1900,Male,White,60,55-59,None,Non-veteran,Bachelors,2023-04-19,4,Q2-2023,Marketing,Manager_5,International,2.5440118382822163,Low,3,1,Mid-size,66.22495280727233,63.23407246226991,57.933327066266735,49.495544384408646,58.725246584923575,47.53413568703161,78.43185628215349,73.24408935014928,48.055486343771676,84.42499610481117,Employee Referral,0,None,International,High,1,2,2,50384.22599575081,89.40961774137364,95.54711942685047,62.672818843900686,0,63.7941576238516,1,0.5316179801987634,Male,White,55-59,None,Bachelors,Marketing,Male
1901,Male,White,60,55-59,Physical,Non-veteran,PhD,2023-03-04,3,Q1-2023,HR,Manager_14,International,3.6866311864811854,High,2,45,Mid-size,70.97363310244555,29.963794898428965,84.14288331597204,90.35810107478493,41.96756931603238,50.06138506631833,64.91133914212666,78.5735906656108,57.19877871741551,68.2912644955467,Career Fair,0,Weak,Tier-2,Middle,0,1,0,79492.39842913396,94.47367054222734,85.69666824789246,73.79167110565305,0,44.16919851521344,0,0.3680766542934453,Male,White,55-59,Physical,PhD,HR,Male
1902,Female,Asian,20,18-24,None,Combat Veteran,Bachelors,2023-01-31,1,Q1-2023,Engineering,Manager_18,Regional,2.650630352962591,Low,0,22,Mid-size,37.61041121363293,75.0048205753859,49.53952673872779,82.35253997581248,75.9474869243409,47.42965894337752,79.69704157403673,47.172133304196514,65.42693714176804,61.32823554607662,LinkedIn,0,None,Tier-2,Upper-middle,1,2,2,,74.79773053073916,73.81419723716877,61.18461468298087,0,56.273678277264494,0,0.4689473189772041,Female,Asian,18-24,None,Bachelors,Engineering,Female
1903,Male,Black,60,55-59,None,Non-veteran,PhD,2023-02-23,2,Q1-2023,HR,Manager_1,Regional,3.6323116192693607,Low,11,2,Mid-size,66.70285673372712,76.98942486216612,83.88321638073276,72.68096146498607,49.63826986642045,53.49017827250451,94.87711067785352,79.00838732547913,62.89461945957193,87.40370792488169,Direct Application,0,None,Tier-2,Lower-middle,0,1,0,,54.39188489406325,42.577933366977085,86.45403352492292,1,55.15732830656607,0,0.4596444025547173,Male,Black,55-59,None,PhD,HR,Male
1904,Male,White,43,40-44,None,Non-veteran,High School,2023-03-03,3,Q1-2023,Marketing,Manager_10,Community,3.1063821014536943,High,3,3,Mid-size,77.44586620252615,92.28937238770246,45.04482299086346,78.51929525615614,58.48948695965177,62.5668689071374,75.90315630014027,34.82570451710065,100.0,67.04771245776091,LinkedIn,0,None,Tier-2,Prefer not to say,0,3,0,,63.95537075287314,74.32277957731995,69.39971664301555,0,57.16841792705955,0,0.47640348272549626,Male,White,40-44,None,High School,Marketing,Male
1905,Male,White,64,60+,None,Non-veteran,Bachelors,2023-03-11,3,Q1-2023,Engineering,Manager_17,Top-100,2.957261984757517,Low,10,1,Mid-size,61.15905947500903,71.74772249335487,84.50172934840069,44.31084917164662,25.472147328438673,52.454499439963485,71.65111039082673,95.3040266791411,79.05443978535072,43.95628629746669,Agency,0,None,International,Middle,0,1,1,72908.51440773685,50.12444493951409,64.03532402444198,73.22205919299677,0,55.373436147970295,0,0.4614453012330858,Male,White,60+,None,Bachelors,Engineering,Male
1906,Male,Mixed,37,35-39,None,Non-veteran,PhD,2023-02-23,2,Q1-2023,Engineering,Manager_16,For-profit,3.151427425920081,High,1,5,Mid-size,100.0,92.49503572512371,42.022826861598986,82.72405179576454,68.46748043407791,61.768575317725464,75.6032470642619,34.65914414019955,63.43047053647541,63.036998518260845,Recruiter,0,None,Tier-2,Prefer not to say,1,2,1,47505.60650818096,61.68774658095779,65.70838789226373,71.52037676736158,0,72.51262346334208,1,0.6042718621945173,Male,Mixed,35-39,None,PhD,Engineering,Male
1907,Male,White,59,55-59,None,Non-veteran,Associate,2023-10-21,10,Q4-2023,Sales,Manager_1,Regional,3.165604425074053,Low,25,17,Mid-size,77.88106954844953,93.13705165720263,34.456679344752104,83.95793866029602,70.39787403186908,47.413830473279766,89.94923619701075,98.12994885660694,48.504174491428124,88.4970681275268,Direct Application,1,None,Tier-2,Middle,0,4,4,47330.077273255476,100.0,53.159888133703,90.14229858262432,1,70.68241354721225,1,0.5890201128934354,Male,White,55-59,None,Associate,Sales,Male
1908,Female,Black,24,18-24,Cognitive,Non-veteran,Masters,2023-05-25,5,Q2-2023,Engineering,Manager_11,For-profit,3.619953856617671,Medium,4,15,Government,7.1401364056264995,49.68497717988457,69.83111484040978,77.80499126060218,11.289480566352559,72.1827048727183,74.27928688088264,49.57416089102649,39.62267627216127,49.83965972764207,Direct Application,0,Weak,Tier-3,Upper-middle,0,4,2,113489.80725577427,100.0,86.0,65.20754216301606,0,15.83423534294164,0,0.13195196119118033,Female,Black,18-24,Cognitive,Masters,Engineering,Female
1909,Female,Asian,42,40-44,Multiple,Non-veteran,Masters,2023-01-19,1,Q1-2023,HR,Manager_11,Regional,3.3781385090337626,High,0,22,Startup,59.096487873140376,37.18198270450505,42.10993195534331,35.12493570220667,95.0,47.412254651260696,67.17050080303679,47.45735199283582,67.93310358946215,70.6493653468958,Career Fair,0,Strong,Tier-3,Middle,0,2,1,,69.1518851172069,49.86220144743036,50.9783594884493,0,33.00774399412423,0,0.2750645332843686,Female,Asian,40-44,Multiple,Masters,HR,Female
1910,Male,Asian,61,60+,None,Prefer not to say,Bachelors,2023-01-27,1,Q1-2023,Engineering,Manager_4,Regional,3.4873181147551953,Medium,2,2,Startup,72.29861925253994,82.34476551002744,84.184846392222,72.25817046281982,43.65088758660835,67.37753794538033,57.0765307148942,94.07166668073458,58.95169411134093,96.90323882922523,Employee Referral,0,Weak,International,Upper-middle,0,2,2,88221.95713542023,73.83984973108413,83.09956469043938,77.4866054887127,1,68.5619317371197,1,0.5713494311426642,Male,Asian,60+,None,Bachelors,Engineering,Male
1911,Female,Middle Eastern,31,30-34,None,Prefer not to say,Bachelors,2023-08-18,8,Q3-2023,Sales,Manager_20,International,3.054409802744435,Medium,6,12,Mid-size,59.401024486510096,60.699545797508115,52.93678165233909,82.75049230896978,25.163624444143565,92.62078978273743,64.40977648408398,65.06858153704809,54.09073362252173,100.0,Direct Application,0,None,Tier-3,Middle,0,2,0,51964.188896309475,59.34095547012973,46.369603811697104,71.27450544135979,0,43.203317528688544,0,0.3600276460724045,Female,Middle Eastern,30-34,None,Bachelors,Sales,Female
1912,Female,White,63,60+,None,Non-veteran,Associate,2023-12-27,12,Q4-2023,Engineering,Manager_15,Regional,3.5737330679271144,Medium,1,13,Non-profit,18.134707730670513,93.71527720881659,87.91371761834577,86.70278968150257,88.99081488523079,80.15732454084677,66.58770374947701,90.23757370310553,75.79380200223997,94.63410684569126,Direct Application,0,Medium,Tier-1,Middle,1,2,0,76559.42144277945,45.53152530694703,39.87023224353658,78.16384522989806,1,52.667402651339955,0,0.43889502209449965,Female,White,60+,None,Associate,Engineering,Female
1913,Female,Hispanic,55,50-54,Physical,Non-veteran,PhD,2023-09-29,9,Q3-2023,Sales,Manager_20,Regional,2.8107473592700427,Medium,19,12,Startup,24.13998763695868,49.81705969830273,58.257213961997444,87.11615861585929,50.17170696139646,47.879563519757184,84.29211833148723,103.63256922322394,86.45867599342321,80.37437337172427,Employee Referral,0,None,Tier-3,Lower-middle,0,2,0,81941.0568061687,86.83485657407633,67.43157773588443,77.5717867690549,1,35.195458698533784,0,0.2932954891544482,Female,Hispanic,50-54,Physical,PhD,Sales,Female
1914,Male,White,64,60+,None,Non-veteran,Associate,2023-03-06,3,Q1-2023,HR,Manager_17,Community,2.8306614647073665,Medium,13,7,Startup,33.839630119153625,54.19796296832719,81.35066172715878,50.199463309311014,86.34608358374811,77.44681693382896,54.700396138230516,81.96881249709178,100.0,88.7297229688801,Campus Recruiting,0,Weak,Tier-2,Upper-middle,1,2,1,62600.1834891521,96.61713090377934,100.0,66.53554937024501,0,39.83731227396149,0,0.3319776022830124,Male,White,60+,None,Associate,HR,Male
1915,Male,White,56,55-59,None,Non-veteran,Bachelors,2023-09-01,9,Q3-2023,Product,Manager_4,Top-100,3.534872409876715,Low,0,1,Mid-size,24.273433010177058,81.019862225774,65.34379668228063,80.32347493223354,80.5917312326695,60.68025492786809,49.49105692001486,69.4435740798226,37.83768470046006,75.17687198904535,Campus Recruiting,0,None,Tier-3,Low,1,0,0,,93.57468090162932,83.11728788834267,64.0894385243283,0,41.580781679467314,0,0.3465065139955609,Male,White,55-59,None,Bachelors,Product,Male
1916,Female,Hispanic,27,25-29,None,Non-veteran,High School,2023-05-04,5,Q2-2023,Operations,Manager_5,Regional,2.571648856405681,Medium,2,14,Mid-size,16.963406180956788,79.8587212490543,51.28201311804118,84.1461127927293,106.5686832412159,83.69948521137783,57.5292657096343,102.23299418346762,61.83972851902175,79.25643305051605,Direct Application,1,Medium,Tier-2,Upper-middle,1,2,2,,56.81083195352029,61.718285857571985,66.32077072146436,0,50.586906895862455,0,0.4215575574655205,Female,Hispanic,25-29,None,High School,Operations,Female
1917,Female,White,53,50-54,None,Non-veteran,Associate,2023-09-12,9,Q3-2023,Engineering,Manager_20,Regional,3.4611447149095382,High,10,18,Mid-size,28.969503803145983,77.42966717078636,53.86000440240886,44.551086275880216,49.13311938735609,73.99699149434372,81.62809755210081,75.74383840143962,72.89150387902987,85.43294257554503,LinkedIn,0,Weak,Tier-1,Lower-middle,0,3,2,107498.78638766841,61.81003954301717,66.55015370301025,70.06350316879109,0,41.073235333865405,0,0.34227696111554506,Female,White,50-54,None,Associate,Engineering,Female
1918,Male,White,48,45-49,None,Non-veteran,No Diploma,2023-04-18,4,Q2-2023,Sales,Manager_17,Community,3.077503997449356,Medium,7,4,Non-profit,64.14103317834781,63.7776503470663,51.317171279938364,56.837963790653106,33.80854372336445,68.04469852851784,85.0,74.31757992927574,48.66344580343427,83.6604006498301,Direct Application,0,None,Tier-3,Upper-middle,0,5,4,,39.68597712252602,45.353989760754175,71.18097821199237,0,55.270928393330635,0,0.46059106994442195,Male,White,45-49,None,No Diploma,Sales,Male
1919,Female,White,44,40-44,None,Non-veteran,Associate,2023-08-15,8,Q3-2023,Finance,Manager_19,Regional,2.4980386360364637,Medium,11,12,Government,37.17865717736544,85.27031887533742,31.912619520129866,68.58620616313256,66.83488782062264,54.96950834040682,59.84382302793742,79.00429797603626,33.33184899359982,69.4487231569672,Direct Application,0,None,Tier-2,Middle,1,2,0,133482.78368177277,66.82536302108608,69.00696184591834,62.57780159700695,0,51.53118180700529,0,0.4294265150583774,Female,White,40-44,None,Associate,Finance,Female
1920,Female,White,20,18-24,None,Non-veteran,Bachelors,2023-03-19,3,Q1-2023,Sales,Manager_18,Ivy League,3.2561967443297766,High,2,20,Mid-size,55.34234796770373,99.33705490678103,43.56418749110054,84.82834933157999,63.292918198548534,52.250813238909345,55.94043726513821,49.36776771491099,89.7143957046589,62.1819126628662,Campus Recruiting,0,None,Tier-1,Lower-middle,0,1,0,94015.4291829166,100.0,94.0,65.16701797111749,0,66.07005973605114,1,0.5505838311337594,Female,White,18-24,None,Bachelors,Sales,Female
1921,Male,White,60,55-59,None,Non-veteran,No Diploma,2023-03-21,3,Q1-2023,Operations,Manager_20,Community,2.491719947873304,High,1,11,Mid-size,58.301131470934706,85.49189731333568,76.3203288447426,84.35634494455894,102.27431967291812,67.88934538553912,32.85632436760713,38.55394794130484,75.7954960186138,78.35290866933711,LinkedIn,0,Weak,Tier-1,High,0,1,0,85195.12934048306,62.71664683906565,73.44416229585555,59.257171480427296,0,41.44675032328171,0,0.3453895860273476,Male,White,55-59,None,No Diploma,Operations,Male
1922,Female,Mixed,19,18-24,None,Non-veteran,PhD,2023-09-02,9,Q3-2023,Engineering,Manager_15,Regional,2.3998650857649246,Low,14,14,Mid-size,21.71477221899096,46.53801923569016,57.37544681015959,72.469999589867,70.65509797705269,58.76368296717226,47.68168254163453,53.02103592231238,42.97752265477856,62.6513184209916,Career Fair,0,Medium,Rural,Middle,1,0,0,66421.77833854452,73.76320192994615,66.6271270949292,56.0605158164053,0,42.90794042354899,0,0.3575661701962416,Female,Mixed,18-24,None,PhD,Engineering,Female
1923,Female,White,50,45-49,None,Non-veteran,No Diploma,2023-10-24,10,Q4-2023,Engineering,Manager_5,Regional,3.7,Low,0,15,Mid-size,66.54908004750922,45.553106087926,67.7792018346255,72.62150432987134,37.518170739407076,97.7306151342262,68.53578137949587,90.04900617249001,77.29055490654217,52.85014126231563,Campus Recruiting,0,None,Tier-2,Lower-middle,1,1,1,64720.88329868462,76.49717678703021,60.652850152601374,75.61499453093279,1,59.05753599391173,1,0.4921461332825977,Female,White,45-49,None,No Diploma,Engineering,Female
1924,Female,Hispanic,55,50-54,None,Non-veteran,Bachelors,2023-07-25,7,Q3-2023,Sales,Manager_4,For-profit,3.513264997205268,Medium,12,29,Startup,59.30831767546094,60.14582253616062,42.901341065381104,93.51567528924426,68.89301396722531,65.57961538447991,65.57894044035694,72.06550318528903,77.52129026956979,100.0,Direct Application,0,None,Tier-2,Upper-middle,0,2,2,48482.419392010794,88.62148652581325,68.17992370935913,75.49221673669074,1,41.51155386468365,0,0.3459296155390304,Female,Hispanic,50-54,None,Bachelors,Sales,Female
1925,Male,White,46,45-49,None,Non-veteran,Masters,2023-04-15,4,Q2-2023,Sales,Manager_18,Top-100,3.558911908515167,High,1,6,Startup,90.80273085241977,53.22592670209356,72.51660534396194,27.927396093697645,87.9024693383452,69.53680514831237,78.52591026038715,83.196029262872,57.9819570899867,58.66026635840672,Career Fair,0,None,Tier-3,Lower-middle,0,1,0,,87.45508872467319,95.92555917521345,70.26985980340653,0,71.85951892770332,1,0.5988293243975277,Male,White,45-49,None,Masters,Sales,Male
1926,Male,White,31,30-34,None,Non-veteran,High School,2023-10-22,10,Q4-2023,Sales,Manager_12,Regional,2.4348521399453062,Irrelevant,7,2,Fortune-500,75.16764133883427,60.81444740267221,37.00604983037567,69.8832807974874,63.31367067102014,73.67992939190879,97.0236132616061,78.0650119753926,63.578446674992044,78.14016950761896,Direct Application,1,None,Tier-3,Upper-middle,0,0,0,109724.6223901712,67.16794709452434,76.21443795528307,73.00544380802619,0,74.18548872887126,1,0.6182124060739272,Male,White,30-34,None,High School,Sales,Male
