group,race,neighborhood,time_of_day,vehicle_type,prior_stops,y_true,y_pred,y_prob
White_Low_Income,White,Low_Income,Night,Sedan,4,1,1,0.6568249302711977
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,1,1,1,0.7665294463981169
Black_Mixed,Black,Mixed,Day,Luxury,3,0,0,0.24399786761172693
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.4254615087081749
Black_Low_Income,Black,Low_Income,Night,SUV,2,1,1,0.9300081506839677
White_Mixed,White,Mixed,Day,SUV,3,1,1,0.5317446821942924
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.11331251351193913
Black_Low_Income,Black,Low_Income,Day,SUV,2,0,0,0.6869700669177802
Black_Mixed,Black,Mixed,Day,Sedan,2,1,1,0.5952913146875951
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.47089096059384794
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.6379132850229023
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.39309869949591253
Black_Mixed,Black,Mixed,Day,Sedan,4,0,0,0.3871768868564701
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.41209868522453663
White_Mixed,White,Mixed,Night,Sedan,1,0,0,0.35216899595178075
White_Mixed,White,Mixed,Day,Sedan,4,1,1,0.5109892320114418
Black_Mixed,Black,Mixed,Day,Sedan,4,1,1,0.5184554642076507
White_Low_Income,White,Low_Income,Day,SUV,2,0,0,0.49576053737839365
Black_Low_Income,Black,Low_Income,Night,Sedan,6,1,1,0.8169114239419606
White_Low_Income,White,Low_Income,Day,SUV,4,0,0,0.45693922164620626
White_Affluent,White,Affluent,Day,SUV,3,0,0,0.3123527201908576
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,2,1,1,0.7138031910765935
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.5352142857547125
White_Low_Income,White,Low_Income,Day,Sedan,2,0,0,0.3498958870312321
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.716870096097957
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,2,0,0,0.35938215948082175
White_Mixed,White,Mixed,Night,Sedan,3,1,1,0.644510178897385
White_Low_Income,White,Low_Income,Day,Sedan,0,0,0,0.49618737893892645
White_Mixed,White,Mixed,Day,Sedan,1,0,0,0.42688056560013277
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.4030216205498639
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.5234907143186581
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.8997015100481467
White_Mixed,White,Mixed,Night,Sedan,0,0,0,0.3270391452839474
Black_Affluent,Black,Affluent,Day,SUV,1,0,0,0.3331878519175945
White_Low_Income,White,Low_Income,Night,Luxury,4,1,1,0.6721339101640166
White_Mixed,White,Mixed,Night,Luxury,4,1,1,0.5042174984666319
White_Mixed,White,Mixed,Night,SUV,1,1,1,0.5746193634874942
White_Mixed,White,Mixed,Day,SUV,4,0,0,0.45458128241040546
Black_Mixed,Black,Mixed,Night,Sedan,6,1,1,0.645031783627046
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.4687623173267534
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.2283515914593718
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,0.9326628058743025
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.3547030297404149
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.4543125015535293
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.3954168961582421
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.11061098705657785
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.24282440584698736
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.39041799026953505
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.3174819469087179
White_Mixed,White,Mixed,Night,SUV,0,1,1,0.534022037969461
White_Mixed,White,Mixed,Night,SUV,3,1,1,0.5615947454970882
White_Mixed,White,Mixed,Day,SUV,3,1,1,0.5190159927870042
Black_Mixed,Black,Mixed,Day,Sedan,3,1,1,0.5956778573031142
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.45858569036016356
Black_Low_Income,Black,Low_Income,Day,Sedan,2,1,1,0.7865805520619098
White_Affluent,White,Affluent,Day,Luxury,3,0,0,0.005609729010388753
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.2784040503173151
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,5,1,1,0.7444605926676483
White_Mixed,White,Mixed,Night,Sedan,0,0,0,0.3641946452202805
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.3039258128344612
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,0,1,1,0.5225979086453331
White_Mixed,White,Mixed,Day,SUV,5,1,1,0.5567999952965937
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,0,0,0.3960097734048178
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.6286389512808686
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,1,0,0,0.24591967706490936
White_Affluent,White,Affluent,Night,Sedan,1,0,0,0.24406068356222985
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,1,0,0,0.15445875225621727
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.4338000955232194
Black_Affluent,Black,Affluent,Night,Sedan,2,0,0,0.48965539108029765
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.2762445653727408
White_Low_Income,White,Low_Income,Night,Sedan,1,0,0,0.4489424239056583
Black_Low_Income,Black,Low_Income,Day,Sedan,3,0,0,0.6247584555636592
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.35012019229613356
White_Mixed,White,Mixed,Night,Sedan,4,0,0,0.4753972186607529
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,0.8230157274191756
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,0,0,0,0.45338534530010477
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.273671801521006
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,1,1,1,0.9306682116533534
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.37593280400976137
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,2,0,1,0.5845930291290494
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.28605724347534
Black_Low_Income,Black,Low_Income,Day,SUV,3,1,1,0.9256760291366932
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.4476153194923105
Black_Affluent,Black,Affluent,Day,Luxury,1,0,0,0.186978654493513
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.4917934901039073
White_Affluent,White,Affluent,Night,Luxury,2,0,0,0.24272320299367853
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.25561703052431617
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,0,0,0,0.3469793289041987
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,2,0,0,0.33176479435794326
Black_Mixed,Black,Mixed,Night,SUV,2,0,0,0.4220141663376683
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.5568046582570312
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.25089105630821795
White_Affluent,White,Affluent,Day,Sedan,4,0,0,0.207054985675677
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,0,0,0.6199376037777918
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,4,1,1,0.5316633985478533
Black_Low_Income,Black,Low_Income,Day,Sedan,3,1,1,0.9127077313658987
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,2,1,1,0.5885394941051958
White_Mixed,White,Mixed,Day,Luxury,2,0,0,0.37771041845881215
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,0,0,0,0.4352674545306199
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.38744121900697415
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.28047703074804436
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.3125589655872163
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.41582086453743644
Black_Mixed,Black,Mixed,Day,SUV,3,1,1,0.5703392022975453
Black_Mixed,Black,Mixed,Day,SUV,3,1,1,0.5019530857716884
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.19001741524109797
Hispanic_Affluent,Hispanic,Affluent,Night,Luxury,2,0,0,0.5889071443281152
Black_Mixed,Black,Mixed,Night,SUV,0,0,0,0.4343022555907051
White_Mixed,White,Mixed,Day,SUV,2,1,1,0.5373991371121611
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.1887439457741048
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.11614775552961651
Black_Low_Income,Black,Low_Income,Day,Sedan,0,1,1,0.7934091489060224
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,4,1,1,0.6668104090436403
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,0,0,0.5992931418002568
Black_Affluent,Black,Affluent,Day,SUV,2,0,0,0.42855237489138925
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.0
Black_Mixed,Black,Mixed,Night,SUV,4,1,1,0.6071543113745373
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,2,0,0,0.6089576874230165
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,4,0,0,0.36261831529666777
White_Mixed,White,Mixed,Night,Luxury,1,0,0,0.3235621629987055
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.29533754649797117
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,0,0,0.2839494258494124
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.5176887808515699
White_Low_Income,White,Low_Income,Day,Sedan,4,0,0,0.438484666886317
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.4230975314481183
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.26655455268259876
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.4126190028322898
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.27369511402815216
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.5249253274134096
White_Low_Income,White,Low_Income,Day,Sedan,0,0,0,0.3731885921794134
Black_Low_Income,Black,Low_Income,Day,Sedan,2,0,0,0.6764757576205704
Hispanic_Mixed,Hispanic,Mixed,Night,Luxury,3,1,1,0.8065807766867668
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.2185318030584216
White_Mixed,White,Mixed,Night,Sedan,1,0,0,0.42871052043536173
Black_Affluent,Black,Affluent,Day,Luxury,5,0,0,0.23422009040204944
Black_Low_Income,Black,Low_Income,Night,SUV,5,1,1,0.8907873689354866
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.39392278027891114
White_Mixed,White,Mixed,Day,Sedan,4,0,0,0.35043199626233823
Hispanic_Affluent,Hispanic,Affluent,Day,Sedan,3,0,0,0.24293528746969867
White_Mixed,White,Mixed,Night,SUV,3,0,0,0.4409696436909226
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.4902526797949939
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.36244339141900966
Black_Low_Income,Black,Low_Income,Day,Sedan,0,0,1,0.6520550660074305
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,1,0,0,0.43837345884560197
White_Affluent,White,Affluent,Day,Sedan,0,0,0,0.3253448915357664
Black_Low_Income,Black,Low_Income,Night,SUV,2,0,0,0.6904353940528429
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.2600312338665596
White_Low_Income,White,Low_Income,Day,Luxury,6,1,1,0.6991645573854038
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.5422701767466668
Hispanic_Mixed,Hispanic,Mixed,Night,Luxury,0,1,1,0.7002535216971667
White_Low_Income,White,Low_Income,Day,SUV,1,1,1,0.6041019906276414
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.8248192501704769
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.12484260801061203
White_Low_Income,White,Low_Income,Night,SUV,2,1,1,0.7146740576903071
Black_Mixed,Black,Mixed,Day,SUV,2,0,0,0.43869778750838556
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.16266238679386277
White_Mixed,White,Mixed,Day,Sedan,0,1,1,0.5280243011639701
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.4072614814071554
White_Affluent,White,Affluent,Day,SUV,0,0,0,0.3082784343652387
Hispanic_Mixed,Hispanic,Mixed,Day,Luxury,1,0,0,0.43644517944641453
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.4132258862532245
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,1,1,0.5283435222173836
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.8732181556860859
Black_Low_Income,Black,Low_Income,Day,SUV,2,0,0,0.6857841705640608
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,0,0,0,0.383757203704387
White_Affluent,White,Affluent,Night,SUV,2,0,0,0.35653114806919006
Black_Affluent,Black,Affluent,Night,Sedan,3,0,0,0.4093536555428011
Black_Affluent,Black,Affluent,Night,Sedan,4,0,0,0.43088622481455985
Black_Mixed,Black,Mixed,Day,SUV,3,0,0,0.4650895543777941
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6264021636632494
White_Low_Income,White,Low_Income,Night,Sedan,2,1,1,0.6915823453993959
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.22204396449030184
White_Affluent,White,Affluent,Night,Sedan,4,0,0,0.2142104560969875
White_Low_Income,White,Low_Income,Day,SUV,0,0,0,0.35565951162280457
Black_Mixed,Black,Mixed,Day,Sedan,2,0,0,0.4474853771660133
White_Mixed,White,Mixed,Night,Sedan,1,1,1,0.5455543668971133
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.3288752829240321
Black_Low_Income,Black,Low_Income,Night,SUV,0,1,1,0.795698188776274
White_Mixed,White,Mixed,Night,SUV,1,0,0,0.4340207658010003
White_Mixed,White,Mixed,Night,SUV,3,1,1,0.7311656312646855
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.4211567727882373
Hispanic_Low_Income,Hispanic,Low_Income,Day,Luxury,0,0,0,0.3579023558078404
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,0,0,1,0.601145291916004
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,3,0,0,0.43420613373497485
White_Affluent,White,Affluent,Day,Luxury,3,0,0,0.10201405224964524
Black_Low_Income,Black,Low_Income,Day,SUV,2,1,1,0.897067243563965
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.4436833063707508
Black_Affluent,Black,Affluent,Day,SUV,4,0,0,0.29749390681400184
White_Low_Income,White,Low_Income,Day,SUV,5,1,1,0.5543981396728482
Black_Affluent,Black,Affluent,Night,SUV,0,0,0,0.15307818123078612
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,3,1,1,0.654563552279144
White_Low_Income,White,Low_Income,Night,Sedan,4,0,0,0.4910050496592461
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.760475235646799
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.3089790364446604
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,6,0,0,0.4520570054397004
Black_Low_Income,Black,Low_Income,Night,SUV,1,1,1,0.7068789315904842
White_Affluent,White,Affluent,Night,Sedan,2,0,0,0.2970099896292525
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.6046913908344714
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,0,0,0.3344390932821255
Black_Affluent,Black,Affluent,Day,Sedan,0,0,0,0.23903909454013886
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,3,0,0,0.45651446213938884
White_Mixed,White,Mixed,Day,Luxury,2,0,0,0.3854203531113121
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.47624777461738055
White_Low_Income,White,Low_Income,Day,Luxury,4,1,1,0.545127274430887
White_Affluent,White,Affluent,Night,Luxury,2,0,0,0.06881093081836473
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.6559032006409916
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.29128839147143337
Black_Mixed,Black,Mixed,Night,SUV,1,0,0,0.3341975272042038
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,4,1,1,0.6752141579711177
Black_Mixed,Black,Mixed,Night,Sedan,4,0,0,0.3738116021378215
Black_Mixed,Black,Mixed,Night,Sedan,4,1,1,0.5928139501187673
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,3,0,0,0.25921374742703135
White_Mixed,White,Mixed,Night,Sedan,2,1,1,0.5468902320147508
White_Affluent,White,Affluent,Night,Sedan,3,0,0,0.25719977432653063
Black_Mixed,Black,Mixed,Night,SUV,2,0,0,0.3552776466005072
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.26145183137339023
Hispanic_Low_Income,Hispanic,Low_Income,Day,Sedan,1,1,1,0.5598972917963186
White_Mixed,White,Mixed,Day,Luxury,3,0,0,0.3701824093242859
Black_Low_Income,Black,Low_Income,Night,Sedan,3,1,1,0.8750303633821384
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.386932883064688
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.43349883134667083
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,2,1,1,0.8636743671739722
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,4,1,1,0.6935282916179858
Black_Low_Income,Black,Low_Income,Day,Sedan,3,1,1,0.7356002954208585
Black_Affluent,Black,Affluent,Night,Sedan,1,0,0,0.4055729057694087
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,1,1,1,0.729630277275284
Black_Mixed,Black,Mixed,Day,SUV,1,0,0,0.44725238847811066
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,3,0,1,0.6420932174881164
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6010097651263294
Hispanic_Mixed,Hispanic,Mixed,Night,SUV,1,0,1,0.6416861100638995
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.36984106813332107
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,1,0,0,0.38630340253851636
White_Low_Income,White,Low_Income,Day,Sedan,1,1,1,0.5623078497708709
Black_Mixed,Black,Mixed,Night,SUV,1,0,0,0.37384607703015066
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.6672261566564062
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,2,0,0,0.28473159663970204
White_Mixed,White,Mixed,Day,SUV,0,0,0,0.3907674790016879
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.25529918860897616
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,0,0,0,0.3869138894591085
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.31705789104170257
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.7533713465554378
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.43098726854298763
Black_Mixed,Black,Mixed,Day,SUV,1,1,1,0.5115274451096379
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,1,0,0,0.41464322367795525
White_Low_Income,White,Low_Income,Night,Sedan,1,1,1,0.6421054435865073
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.39096978736173965
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.302582321671485
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,1,1,0.6672665698996909
White_Affluent,White,Affluent,Night,SUV,0,0,0,0.24778457593444145
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.39862049390095633
Black_Mixed,Black,Mixed,Night,Luxury,3,1,1,0.5574392533304889
Black_Affluent,Black,Affluent,Day,Luxury,1,0,0,0.22024117564230536
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.4153678592891527
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,2,0,0,0.5457655545521158
White_Mixed,White,Mixed,Day,SUV,2,1,1,0.5797297084817232
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.26462920754180597
White_Low_Income,White,Low_Income,Night,Luxury,2,0,0,0.4898102901592237
Black_Mixed,Black,Mixed,Day,Sedan,0,0,0,0.45417120327492194
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.41664711162185186
White_Mixed,White,Mixed,Day,SUV,1,0,0,0.4588206997871679
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.6375955683901767
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.39836545963693637
White_Low_Income,White,Low_Income,Day,SUV,3,1,1,0.5218454253400581
Hispanic_Affluent,Hispanic,Affluent,Day,Luxury,5,0,0,0.4008637624519434
Black_Low_Income,Black,Low_Income,Day,Luxury,2,1,1,0.7413369489420629
White_Mixed,White,Mixed,Day,Sedan,2,1,1,0.5518364513473473
White_Low_Income,White,Low_Income,Day,Sedan,5,0,0,0.32314605766502846
Black_Low_Income,Black,Low_Income,Day,Sedan,2,1,1,0.7482024952217305
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,2,0,0,0.5488867083179486
Black_Low_Income,Black,Low_Income,Day,SUV,2,1,1,0.7070252427074999
Black_Affluent,Black,Affluent,Night,SUV,1,0,0,0.2907608718262132
White_Mixed,White,Mixed,Day,Sedan,0,0,0,0.4072621044702691
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.4438307168306847
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,0,0,0,0.5565007828768768
White_Low_Income,White,Low_Income,Night,Luxury,3,1,1,0.605957356660756
Black_Affluent,Black,Affluent,Day,Luxury,3,0,0,0.2452612209634645
White_Low_Income,White,Low_Income,Night,Sedan,4,1,1,0.73758046973795
Hispanic_Mixed,Hispanic,Mixed,Day,SUV,0,0,0,0.2754981254189617
White_Mixed,White,Mixed,Night,Sedan,2,0,0,0.4830694696936374
White_Mixed,White,Mixed,Day,Sedan,4,0,0,0.4810301141461592
White_Mixed,White,Mixed,Day,Sedan,3,0,0,0.3846631461705389
White_Low_Income,White,Low_Income,Night,SUV,1,1,1,0.6780379855439743
White_Mixed,White,Mixed,Day,SUV,5,1,1,0.5586328864887485
White_Mixed,White,Mixed,Day,Luxury,3,0,0,0.3071510669172648
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,1,1,0.6307751614507033
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,2,0,0,0.3863062051152722
Black_Affluent,Black,Affluent,Day,Sedan,2,0,0,0.352464464696236
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,0,0,0.4518177343458125
Black_Mixed,Black,Mixed,Day,Sedan,0,0,0,0.228316160338816
Hispanic_Low_Income,Hispanic,Low_Income,Night,Sedan,4,1,1,0.8163997980778259
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,4,0,0,0.14358775849142658
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.4406424755431785
White_Affluent,White,Affluent,Day,Sedan,3,0,0,0.16629711591830323
White_Low_Income,White,Low_Income,Day,Luxury,1,1,1,0.6536328076169622
White_Affluent,White,Affluent,Day,SUV,2,0,0,0.1994899351676103
White_Low_Income,White,Low_Income,Day,Luxury,3,1,1,0.6076187017465283
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,1,0,0,0.22454991316739337
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.40794573025772196
White_Low_Income,White,Low_Income,Day,SUV,2,0,0,0.4969719726459261
White_Low_Income,White,Low_Income,Day,Sedan,4,1,1,0.8760509116250381
White_Mixed,White,Mixed,Day,Sedan,2,0,0,0.46816427774274594
Black_Mixed,Black,Mixed,Day,Sedan,3,0,0,0.48714331590504745
White_Mixed,White,Mixed,Day,Sedan,5,0,0,0.3259921449614218
White_Low_Income,White,Low_Income,Night,SUV,1,0,0,0.44695982392227895
White_Mixed,White,Mixed,Night,SUV,2,0,0,0.42730994034969094
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.46261284696251187
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.14391714957632581
Black_Affluent,Black,Affluent,Day,Luxury,1,0,0,0.2887749544038264
White_Mixed,White,Mixed,Day,Luxury,0,0,0,0.32449080979065414
Black_Low_Income,Black,Low_Income,Day,Luxury,1,0,0,0.6140633851486117
White_Mixed,White,Mixed,Day,Sedan,5,1,1,0.6056359961742144
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,0,0,1,0.4621100909746211
Hispanic_Affluent,Hispanic,Affluent,Night,SUV,4,0,1,0.4342208836250466
Black_Low_Income,Black,Low_Income,Day,SUV,1,1,1,0.752535563945778
Hispanic_Mixed,Hispanic,Mixed,Night,Sedan,3,1,1,0.670735077628558
White_Affluent,White,Affluent,Night,SUV,4,0,0,0.28432719236512005
White_Mixed,White,Mixed,Night,SUV,8,1,1,0.6505420192816158
Black_Low_Income,Black,Low_Income,Day,SUV,0,1,1,0.7878563935985021
White_Mixed,White,Mixed,Day,SUV,2,0,0,0.42036599770280986
Black_Affluent,Black,Affluent,Day,Luxury,2,0,0,0.25198211573417295
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.30241200654352046
Black_Low_Income,Black,Low_Income,Day,Sedan,2,0,1,0.5744702745897889
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.07276713609609314
White_Low_Income,White,Low_Income,Day,Luxury,0,0,0,0.4248810992255094
White_Affluent,White,Affluent,Day,Sedan,2,0,0,0.2610983655773421
Hispanic_Low_Income,Hispanic,Low_Income,Night,SUV,2,1,1,0.7745603674766902
White_Low_Income,White,Low_Income,Day,SUV,3,0,0,0.45419881334370826
Hispanic_Low_Income,Hispanic,Low_Income,Day,SUV,1,1,1,0.5554321197700853
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.28480029063591616
White_Low_Income,White,Low_Income,Night,Sedan,3,1,1,0.6341608325555156
White_Affluent,White,Affluent,Day,Sedan,1,0,0,0.13570672635820866
Hispanic_Affluent,Hispanic,Affluent,Day,SUV,1,0,0,0.2585045587099079
White_Low_Income,White,Low_Income,Day,Sedan,3,1,1,0.6939864319760418
Black_Affluent,Black,Affluent,Day,Sedan,4,0,0,0.3701313655426363
White_Affluent,White,Affluent,Night,SUV,5,0,0,0.07294525849468195
White_Mixed,White,Mixed,Day,SUV,3,0,0,0.4048969774463229
Hispanic_Mixed,Hispanic,Mixed,Day,Sedan,1,0,0,0.4610150941023145
Black_Mixed,Black,Mixed,Day,Sedan,3,1,1,0.508601786818648
Black_Mixed,Black,Mixed,Day,Sedan,1,0,0,0.45709242956189267
Black_Affluent,Black,Affluent,Night,SUV,3,0,0,0.45624719259898555
Black_Low_Income,Black,Low_Income,Night,SUV,0,1,1,0.8530087667659947
White_Affluent,White,Affluent,Day,SUV,1,0,0,0.19624958084315017
White_Mixed,White,Mixed,Day,Luxury,1,0,0,0.19258950472142047
Black_Mixed,Black,Mixed,Night,Sedan,3,1,1,0.6044968920904672
Black_Mixed,Black,Mixed,Day,SUV,2,0,0,0.33485823397255143
White_Low_Income,White,Low_Income,Day,Sedan,1,0,0,0.4367218532612953
White_Mixed,White,Mixed,Day,SUV,5,1,1,0.576687340077637
Black_Affluent,Black,Affluent,Day,Sedan,3,0,0,0.13815651889801578
White_Affluent,White,Affluent,Night,Sedan,0,0,0,0.37327356342172124
White_Affluent,White,Affluent,Night,SUV,1,0,0,0.21496652806862313
Hispanic_Affluent,Hispanic,Affluent,Night,Sedan,3,0,1,0.6107267966869263
White_Mixed,White,Mixed,Night,SUV,5,1,1,0.7317427124348097
Black_Affluent,Black,Affluent,Day,Luxury,1,0,0,0.32471888358394024
Black_Affluent,Black,Affluent,Day,Sedan,1,0,0,0.25265534641900805
